Mean,Standard deviation,Max,Min,RMS,Energy,Peak-to-peak,Zero-crossing rate,label
21.563,2.502,27.388,14.715,21.707,471.212,12.673,0.244,STRAIGHT
57.879,4.016,67.579,47.985,58.018,3366.089,19.595,0.315,RETURNING
85.252,6.711,98.839,67.314,85.515,7312.872,31.525,0.236,BENDING
49.742,5.04,61.1,38.163,49.997,2499.7,22.938,0.228,RETURNING
33.723,3.684,41.577,27.266,33.924,1150.836,14.31,0.094,STRAIGHT
26.822,3.779,33.061,17.822,27.087,733.686,15.239,0.11,STRAIGHT
55.621,4.827,65.739,46.24,55.83,3116.968,19.5,0.181,RETURNING
89.97,5.301,103.377,78.274,90.127,8122.79,25.103,0.268,BENDING
52.116,5.335,66.318,41.085,52.389,2744.57,25.233,0.283,RETURNING
51.886,3.61,60.244,42.492,52.012,2705.202,17.753,0.236,RETURNING
24.655,3.015,32.574,17.788,24.838,616.948,14.786,0.26,STRAIGHT
81.934,5.258,94.315,72.236,82.102,6740.745,22.079,0.307,BENDING
78.899,8.45,97.29,63.577,79.351,6296.524,33.712,0.134,BENDING
40.751,4.026,48.171,29.608,40.949,1676.815,18.563,0.213,RETURNING
24.609,5.276,35.484,12.213,25.169,633.454,23.271,0.22,STRAIGHT
24.348,3.273,32.351,15.902,24.567,603.518,16.449,0.331,STRAIGHT
26.689,3.629,37.196,17.635,26.934,725.456,19.561,0.26,STRAIGHT
48.627,5.314,62.197,35.399,48.917,2392.836,26.798,0.331,RETURNING
43.093,3.777,51.532,35.618,43.258,1871.253,15.914,0.071,RETURNING
61.942,5.657,72.41,46.479,62.199,3868.77,25.931,0.126,BENDING
15.912,3.905,25.65,6.058,16.384,268.447,19.592,0.299,STRAIGHT
55.594,4.166,65.258,44.926,55.75,3108.033,20.333,0.244,RETURNING
79.815,8.331,100.192,64.196,80.249,6439.871,35.996,0.165,BENDING
21.394,4.168,30.362,12.007,21.796,475.064,18.355,0.283,STRAIGHT
30.058,3.823,37.028,22.16,30.3,918.11,14.868,0.087,STRAIGHT
82.525,7.651,98.821,59.786,82.879,6868.863,39.035,0.142,BENDING
73.845,5.032,83.759,61.251,74.017,5478.447,22.509,0.323,BENDING
93.965,4.225,103.027,84.279,94.06,8847.315,18.748,0.157,BENDING
21.838,3.275,27.91,14.001,22.082,487.606,13.909,0.276,STRAIGHT
80.249,6.736,96.06,66.118,80.532,6485.328,29.943,0.197,BENDING
46.726,4.929,59.001,36.2,46.985,2207.63,22.801,0.173,RETURNING
43.764,6.585,56.029,31.751,44.257,1958.647,24.278,0.079,RETURNING
76.841,4.409,90.098,65.963,76.968,5924.028,24.135,0.339,BENDING
43.73,4.797,52.886,31.655,43.992,1935.322,21.23,0.181,RETURNING
59.097,4.569,66.645,47.79,59.273,3513.336,18.855,0.165,RETURNING
48.543,3.542,55.943,40.052,48.672,2369.002,15.891,0.307,RETURNING
27.496,3.121,35.902,20.798,27.672,765.764,15.104,0.173,STRAIGHT
39.845,3.395,49.349,34.602,39.99,1599.187,14.747,0.094,STRAIGHT
93.367,5.762,108.139,82.677,93.544,8750.523,25.463,0.307,BENDING
57.815,4.99,66.516,48.313,58.03,3367.498,18.203,0.079,RETURNING
82.564,6.178,101.948,66.263,82.794,6854.926,35.686,0.354,BENDING
27.432,3.69,36.548,18.122,27.679,766.121,18.426,0.315,STRAIGHT
81.495,4.008,89.95,71.209,81.593,6657.489,18.741,0.299,BENDING
46.605,4.054,55.549,38.28,46.781,2188.458,17.269,0.283,RETURNING
20.094,2.0,25.109,16.078,20.193,407.751,9.032,0.252,STRAIGHT
53.923,4.155,61.729,44.0,54.083,2924.95,17.728,0.126,RETURNING
29.655,4.241,42.12,21.211,29.956,897.384,20.909,0.22,STRAIGHT
45.679,5.887,62.223,35.434,46.056,2121.194,26.789,0.165,RETURNING
64.666,5.059,76.464,54.197,64.863,4207.231,22.267,0.213,RETURNING
79.451,4.432,93.788,70.349,79.575,6332.146,23.44,0.189,BENDING
33.472,3.411,40.842,27.317,33.646,1132.032,13.525,0.094,STRAIGHT
22.557,3.529,30.974,15.259,22.831,521.268,15.714,0.142,STRAIGHT
76.381,6.892,93.556,62.924,76.691,5881.531,30.632,0.181,BENDING
47.813,5.039,61.477,36.56,48.077,2311.443,24.917,0.236,RETURNING
77.389,3.726,84.354,68.902,77.478,6002.917,15.452,0.055,BENDING
72.18,3.97,82.434,61.722,72.289,5225.648,20.712,0.26,BENDING
90.192,4.163,98.215,77.886,90.288,8151.92,20.329,0.22,BENDING
54.411,3.575,66.71,45.299,54.528,2973.354,21.411,0.37,RETURNING
19.401,1.933,24.313,13.951,19.497,380.136,10.362,0.496,STRAIGHT
91.273,5.137,103.373,79.619,91.417,8357.109,23.755,0.173,BENDING
19.892,3.055,26.209,14.807,20.125,405.008,11.402,0.11,STRAIGHT
84.093,5.13,95.335,73.248,84.249,7097.904,22.087,0.181,BENDING
32.382,2.569,39.11,26.784,32.484,1055.19,12.326,0.37,STRAIGHT
25.406,3.891,35.727,16.479,25.703,660.627,19.248,0.315,STRAIGHT
30.128,3.273,38.295,23.391,30.305,918.384,14.903,0.291,STRAIGHT
67.916,4.976,77.677,57.65,68.098,4637.34,20.027,0.11,BENDING
87.552,7.359,103.235,71.903,87.861,7719.564,31.332,0.165,BENDING
47.177,5.678,56.947,30.987,47.518,2257.926,25.96,0.173,RETURNING
51.827,3.905,60.68,43.462,51.974,2701.263,17.218,0.378,RETURNING
79.583,5.632,94.774,68.876,79.782,6365.209,25.898,0.173,BENDING
26.554,4.078,35.247,19.029,26.865,721.737,16.218,0.11,STRAIGHT
86.358,6.171,99.671,72.84,86.578,7495.822,26.831,0.228,BENDING
47.949,3.248,59.311,40.894,48.059,2309.703,18.416,0.409,RETURNING
88.108,6.898,102.222,73.147,88.378,7810.591,29.075,0.189,BENDING
64.284,4.963,74.674,55.224,64.475,4157.026,19.45,0.102,RETURNING
45.515,4.568,57.104,35.513,45.744,2092.469,21.592,0.425,RETURNING
47.751,3.828,55.098,40.289,47.904,2294.821,14.809,0.11,RETURNING
52.224,6.203,66.088,36.972,52.591,2765.828,29.116,0.173,RETURNING
79.468,4.224,89.946,69.259,79.581,6333.08,20.687,0.299,BENDING
81.532,5.14,92.014,68.768,81.694,6673.902,23.246,0.134,BENDING
94.941,5.435,105.404,84.986,95.097,9043.347,20.418,0.094,BENDING
46.998,5.771,56.211,35.146,47.351,2242.155,21.065,0.071,RETURNING
53.897,6.919,67.762,37.16,54.339,2952.778,30.602,0.244,RETURNING
42.967,3.395,51.837,35.195,43.101,1857.656,16.642,0.197,RETURNING
71.497,3.299,79.982,63.223,71.573,5122.638,16.759,0.315,BENDING
78.068,6.273,93.308,62.563,78.32,6134.007,30.745,0.386,BENDING
72.508,5.0,82.107,63.89,72.68,5282.441,18.217,0.102,BENDING
27.568,3.787,36.642,18.951,27.827,774.344,17.691,0.205,STRAIGHT
24.683,2.732,29.196,19.902,24.834,616.719,9.294,0.087,STRAIGHT
32.358,4.097,40.632,22.517,32.617,1063.849,18.115,0.323,STRAIGHT
25.019,2.827,31.846,18.451,25.178,633.943,13.395,0.22,STRAIGHT
28.652,2.169,33.105,25.364,28.734,825.667,7.741,0.024,STRAIGHT
53.051,7.786,72.958,40.432,53.62,2875.052,32.526,0.11,RETURNING
67.393,5.612,81.016,55.065,67.626,4573.276,25.952,0.244,RETURNING
34.041,2.094,39.25,29.095,34.105,1163.157,10.155,0.252,STRAIGHT
49.547,1.441,53.843,43.847,49.568,2456.997,9.997,0.465,RETURNING
27.377,1.066,29.5,25.095,27.397,750.612,4.405,0.15,STRAIGHT
91.815,4.007,100.603,83.359,91.902,8446.04,17.244,0.11,BENDING
50.802,8.15,69.189,35.415,51.451,2647.252,33.774,0.142,RETURNING
57.078,8.337,73.119,38.998,57.684,3327.409,34.122,0.22,RETURNING
50.214,3.612,58.703,40.024,50.343,2534.453,18.68,0.394,RETURNING
54.887,4.043,64.835,45.763,55.036,3028.962,19.072,0.386,RETURNING
59.867,5.202,73.797,46.689,60.093,3611.13,27.107,0.283,RETURNING
48.321,5.083,60.239,36.651,48.588,2360.764,23.588,0.26,RETURNING
28.563,3.37,35.2,20.17,28.761,827.216,15.03,0.346,STRAIGHT
81.819,7.038,95.245,67.011,82.121,6743.885,28.233,0.102,BENDING
85.916,8.566,102.994,65.116,86.342,7454.997,37.878,0.142,BENDING
37.769,3.488,45.809,30.393,37.93,1438.648,15.416,0.197,STRAIGHT
70.04,4.025,77.913,61.953,70.156,4921.844,15.961,0.252,BENDING
66.891,6.609,80.7,53.582,67.217,4518.059,27.117,0.142,BENDING
61.338,6.279,75.583,48.979,61.658,3801.726,26.604,0.197,BENDING
47.846,5.265,57.385,38.425,48.135,2316.969,18.96,0.276,RETURNING
41.754,4.504,49.324,33.068,41.996,1763.667,16.256,0.102,RETURNING
21.706,2.665,27.377,16.979,21.869,478.25,10.398,0.236,STRAIGHT
48.877,4.169,61.572,38.001,49.054,2406.315,23.571,0.26,RETURNING
62.233,6.243,75.019,52.405,62.545,3911.913,22.614,0.063,RETURNING
50.423,5.086,61.233,40.777,50.679,2568.325,20.456,0.087,RETURNING
86.498,6.15,100.839,72.686,86.717,7519.805,28.153,0.299,BENDING
26.107,3.361,33.972,18.913,26.323,692.893,15.059,0.118,STRAIGHT
74.54,7.067,92.641,56.837,74.874,5606.136,35.804,0.205,BENDING
31.643,2.201,37.624,25.741,31.719,1006.109,11.884,0.346,STRAIGHT
84.348,6.076,94.379,67.871,84.567,7151.518,26.509,0.252,BENDING
47.608,5.571,58.237,32.89,47.933,2297.572,25.346,0.157,RETURNING
96.277,7.006,113.251,79.058,96.531,9318.298,34.193,0.236,BENDING
50.694,4.941,62.132,37.114,50.935,2594.324,25.019,0.15,RETURNING
73.034,6.394,86.274,61.215,73.314,5374.908,25.059,0.134,BENDING
44.556,5.205,57.897,34.655,44.859,2012.364,23.241,0.094,RETURNING
86.552,5.966,99.257,73.361,86.758,7526.888,25.896,0.134,BENDING
64.486,5.477,78.574,51.058,64.718,4188.381,27.516,0.197,BENDING
36.052,2.343,40.679,31.111,36.128,1305.251,9.569,0.15,STRAIGHT
45.909,4.468,54.818,34.135,46.125,2127.562,20.683,0.236,RETURNING
54.88,3.977,64.947,44.882,55.024,3027.659,20.064,0.244,RETURNING
48.234,4.772,61.231,37.328,48.469,2349.252,23.903,0.394,RETURNING
59.638,5.131,70.646,49.018,59.859,3583.053,21.628,0.087,RETURNING
85.74,3.677,93.706,75.432,85.818,7364.803,18.274,0.346,BENDING
27.247,4.402,36.326,20.439,27.6,761.77,15.887,0.063,STRAIGHT
66.822,6.624,78.127,53.988,67.15,4509.12,24.139,0.087,BENDING
81.182,7.459,95.549,65.762,81.524,6646.176,29.787,0.165,BENDING
73.517,3.21,81.786,65.203,73.587,5415.002,16.582,0.362,BENDING
61.394,5.008,73.199,50.237,61.598,3794.286,22.962,0.236,RETURNING
67.86,4.104,76.742,60.499,67.984,4621.763,16.243,0.213,BENDING
52.316,3.814,60.486,44.271,52.454,2751.46,16.215,0.252,RETURNING
34.602,1.835,38.877,29.593,34.651,1200.664,9.284,0.299,STRAIGHT
43.494,4.298,53.753,32.977,43.705,1910.163,20.776,0.102,RETURNING
78.632,5.651,90.252,67.677,78.835,6214.995,22.575,0.142,BENDING
72.045,7.652,94.633,50.977,72.451,5249.079,43.656,0.362,BENDING
72.514,6.148,86.144,59.28,72.774,5296.082,26.864,0.134,RETURNING
68.805,3.381,76.944,61.036,68.888,4745.554,15.908,0.228,RETURNING
52.561,6.365,66.992,40.214,52.945,2803.167,26.779,0.165,RETURNING
50.94,4.941,62.126,39.468,51.179,2619.267,22.658,0.205,RETURNING
89.998,4.503,98.609,78.345,90.11,8119.831,20.264,0.173,BENDING
67.454,4.78,76.823,57.163,67.623,4572.897,19.66,0.15,BENDING
28.281,2.928,34.888,20.283,28.432,808.378,14.605,0.449,STRAIGHT
76.983,5.327,85.494,65.805,77.167,5954.767,19.689,0.11,BENDING
87.979,5.818,98.754,74.388,88.171,7774.136,24.366,0.181,BENDING
56.335,4.801,67.879,42.267,56.539,3196.628,25.611,0.354,BENDING
28.273,1.886,34.517,24.122,28.336,802.934,10.396,0.291,STRAIGHT
50.586,4.646,62.002,38.513,50.799,2580.528,23.489,0.457,RETURNING
71.247,6.764,84.844,57.146,71.567,5121.823,27.698,0.197,BENDING
37.297,4.529,46.486,28.23,37.571,1411.575,18.256,0.276,STRAIGHT
82.122,4.228,93.075,71.408,82.231,6761.889,21.667,0.244,BENDING
83.061,8.57,101.365,67.621,83.502,6972.635,33.744,0.094,BENDING
68.71,5.069,82.355,56.446,68.897,4746.73,25.909,0.157,BENDING
88.187,4.04,97.449,80.314,88.279,7793.198,17.135,0.087,BENDING
64.447,4.294,74.384,56.89,64.59,4171.907,17.494,0.094,RETURNING
57.925,4.369,70.092,47.198,58.089,3374.346,22.894,0.449,RETURNING
46.175,5.96,60.069,30.08,46.558,2167.663,29.989,0.268,RETURNING
74.802,5.46,86.775,63.581,75.001,5625.215,23.194,0.205,BENDING
76.767,6.331,88.411,64.302,77.028,5933.239,24.109,0.11,BENDING
26.213,2.794,30.938,20.031,26.361,694.912,10.908,0.142,STRAIGHT
33.781,1.238,36.99,30.535,33.804,1142.716,6.454,0.378,STRAIGHT
60.286,6.327,73.208,45.875,60.618,3674.49,27.333,0.213,RETURNING
34.217,4.479,42.714,25.421,34.509,1190.866,17.294,0.22,STRAIGHT
32.247,3.946,41.019,23.986,32.488,1055.447,17.034,0.189,STRAIGHT
81.792,6.646,96.261,67.581,82.061,6734.043,28.68,0.102,BENDING
81.817,5.793,94.554,70.82,82.021,6727.513,23.734,0.126,BENDING
78.834,5.906,93.458,65.8,79.055,6249.647,27.659,0.346,BENDING
53.299,5.38,64.758,42.611,53.57,2869.735,22.147,0.165,RETURNING
73.623,5.956,87.85,63.3,73.863,5455.78,24.551,0.11,BENDING
21.34,1.508,25.726,17.606,21.393,457.673,8.121,0.315,STRAIGHT
84.861,7.434,99.878,68.065,85.186,7256.718,31.813,0.102,BENDING
78.333,5.411,92.273,63.435,78.519,6165.279,28.838,0.299,BENDING
35.733,4.965,47.268,27.153,36.077,1301.528,20.115,0.126,STRAIGHT
70.972,5.964,83.111,58.968,71.222,5072.578,24.143,0.055,BENDING
37.589,2.711,44.085,31.634,37.686,1420.263,12.451,0.323,RETURNING
51.123,3.393,59.23,42.804,51.236,2625.096,16.426,0.213,RETURNING
56.408,5.645,70.4,46.462,56.69,3213.725,23.938,0.157,RETURNING
27.232,2.794,33.45,20.753,27.375,749.387,12.697,0.244,STRAIGHT
49.094,5.167,60.556,35.494,49.365,2436.874,25.062,0.244,RETURNING
85.639,8.085,102.256,65.538,86.02,7399.382,36.718,0.276,BENDING
83.92,6.791,102.126,65.509,84.194,7088.647,36.617,0.236,BENDING
52.492,6.414,69.302,39.463,52.882,2796.503,29.839,0.157,RETURNING
61.25,5.315,73.124,51.975,61.48,3779.809,21.149,0.173,RETURNING
23.18,2.968,28.439,16.824,23.37,546.14,11.616,0.102,STRAIGHT
52.313,3.58,59.186,45.722,52.435,2749.434,13.464,0.173,RETURNING
59.607,4.41,68.409,51.319,59.77,3572.409,17.09,0.079,RETURNING
53.936,4.613,62.543,42.227,54.133,2930.422,20.316,0.189,RETURNING
53.686,3.952,66.007,44.513,53.832,2897.833,21.494,0.244,RETURNING
73.911,3.449,81.018,64.412,73.992,5474.795,16.606,0.339,BENDING
48.743,5.273,60.493,36.593,49.027,2403.658,23.9,0.244,RETURNING
56.039,5.287,66.394,44.116,56.288,3168.317,22.278,0.11,RETURNING
69.794,5.268,83.482,60.186,69.993,4898.985,23.296,0.181,BENDING
88.56,7.042,106.054,73.242,88.839,7892.419,32.812,0.197,BENDING
32.426,2.874,40.955,25.874,32.553,1059.728,15.081,0.362,STRAIGHT
54.88,4.824,66.458,39.299,55.092,3035.115,27.159,0.386,RETURNING
28.484,2.213,33.569,23.852,28.57,816.241,9.716,0.283,STRAIGHT
80.872,8.299,97.597,63.889,81.297,6609.128,33.708,0.15,BENDING
53.848,4.579,66.681,43.189,54.042,2920.526,23.492,0.283,RETURNING
38.559,6.643,49.992,27.119,39.127,1530.951,22.872,0.063,RETURNING
33.094,3.239,39.395,26.186,33.252,1105.702,13.21,0.102,STRAIGHT
30.894,2.751,36.534,24.155,31.017,962.032,12.379,0.26,STRAIGHT
89.149,7.043,107.036,73.518,89.427,7997.2,33.518,0.378,BENDING
31.086,3.262,39.293,22.724,31.257,976.979,16.569,0.236,STRAIGHT
68.266,6.068,79.452,55.04,68.535,4697.072,24.412,0.142,BENDING
54.401,3.545,62.635,46.657,54.516,2971.986,15.978,0.094,RETURNING
27.389,3.224,34.119,20.193,27.578,760.541,13.927,0.236,STRAIGHT
42.613,5.544,52.784,31.187,42.972,1846.615,21.597,0.157,RETURNING
43.266,5.08,56.584,34.423,43.564,1897.793,22.161,0.276,RETURNING
28.056,2.44,33.702,21.564,28.161,793.068,12.138,0.402,STRAIGHT
49.108,6.561,63.219,33.684,49.544,2454.64,29.535,0.228,RETURNING
63.245,4.94,72.13,53.567,63.438,4024.355,18.563,0.189,RETURNING
29.544,3.559,38.322,21.189,29.758,885.547,17.133,0.268,STRAIGHT
31.727,3.986,40.254,24.07,31.976,1022.465,16.184,0.063,STRAIGHT
15.144,3.545,23.528,6.511,15.554,241.914,17.017,0.307,STRAIGHT
56.396,5.021,68.502,46.963,56.619,3205.691,21.539,0.236,RETURNING
81.347,6.824,98.796,66.079,81.633,6663.932,32.717,0.315,BENDING
90.796,4.934,102.47,78.023,90.93,8268.313,24.447,0.37,BENDING
79.15,6.395,90.4,66.547,79.408,6305.637,23.853,0.087,BENDING
30.448,2.735,37.693,26.134,30.571,934.558,11.56,0.11,STRAIGHT
20.831,3.222,27.194,14.643,21.079,444.313,12.551,0.094,STRAIGHT
49.595,4.586,58.197,39.681,49.807,2480.712,18.515,0.087,RETURNING
31.818,3.284,39.831,25.359,31.987,1023.177,14.472,0.094,STRAIGHT
35.594,2.934,41.867,31.001,35.715,1275.538,10.866,0.063,STRAIGHT
93.984,6.854,107.236,79.774,94.233,8879.947,27.462,0.213,BENDING
36.735,2.583,42.382,29.887,36.825,1356.1,12.495,0.283,STRAIGHT
85.773,5.576,98.832,73.264,85.954,7388.068,25.568,0.307,BENDING
26.571,2.959,32.783,20.118,26.735,714.749,12.665,0.307,STRAIGHT
58.724,4.633,67.446,49.025,58.907,3469.988,18.421,0.11,BENDING
83.229,7.172,98.597,66.778,83.537,6978.487,31.819,0.189,BENDING
82.002,8.262,98.229,63.05,82.417,6792.534,35.178,0.213,BENDING
51.056,6.333,65.544,38.838,51.448,2646.862,26.706,0.134,RETURNING
19.616,2.747,25.533,12.111,19.807,392.32,13.422,0.252,STRAIGHT
65.561,5.355,76.748,51.239,65.779,4326.877,25.509,0.472,RETURNING
75.724,7.335,88.752,60.979,76.079,5787.949,27.773,0.087,BENDING
87.785,5.347,96.383,74.999,87.947,7734.74,21.384,0.157,BENDING
54.627,5.937,67.098,46.476,54.948,3019.336,20.622,0.055,RETURNING
20.444,2.683,25.821,13.299,20.619,425.151,12.522,0.299,STRAIGHT
43.321,4.537,53.674,31.478,43.558,1897.272,22.196,0.299,RETURNING
28.599,4.139,39.111,21.549,28.897,835.025,17.562,0.252,STRAIGHT
17.781,3.724,23.386,9.409,18.167,330.036,13.976,0.142,STRAIGHT
83.88,5.195,96.473,74.136,84.041,7062.81,22.337,0.142,BENDING
53.646,5.734,65.73,41.149,53.952,2910.821,24.581,0.15,RETURNING
94.043,4.715,105.911,83.136,94.161,8866.36,22.775,0.299,BENDING
56.507,3.668,66.638,48.959,56.626,3206.447,17.679,0.244,RETURNING
21.567,2.003,25.611,15.695,21.66,469.146,9.916,0.394,STRAIGHT
28.326,3.469,35.434,19.637,28.538,814.389,15.797,0.449,STRAIGHT
77.496,5.758,88.8,62.635,77.71,6038.773,26.165,0.228,BENDING
28.338,1.45,31.719,25.26,28.375,805.133,6.459,0.087,STRAIGHT
30.711,3.77,39.604,21.169,30.941,957.364,18.435,0.315,STRAIGHT
60.407,6.202,72.373,48.092,60.725,3687.513,24.281,0.165,RETURNING
83.076,3.87,92.231,72.91,83.166,6916.535,19.321,0.268,BENDING
27.687,1.815,33.369,22.91,27.746,769.864,10.459,0.528,STRAIGHT
54.022,5.585,69.936,39.777,54.31,2949.615,30.159,0.323,RETURNING
64.687,6.096,80.352,53.195,64.974,4221.6,27.157,0.307,BENDING
42.742,5.712,57.485,25.8,43.122,1859.498,31.686,0.386,RETURNING
16.265,2.787,22.587,10.238,16.502,272.327,12.349,0.22,STRAIGHT
82.563,6.253,96.197,70.633,82.8,6855.802,25.564,0.165,BENDING
51.996,4.329,59.389,40.277,52.176,2722.289,19.111,0.165,RETURNING
12.397,3.029,21.77,4.775,12.762,162.865,16.995,0.409,STRAIGHT
56.113,4.347,66.316,46.058,56.281,3167.552,20.258,0.244,RETURNING
29.135,2.134,33.584,24.325,29.213,853.407,9.259,0.22,STRAIGHT
76.777,4.672,88.094,65.665,76.919,5916.572,22.43,0.26,BENDING
74.234,4.162,85.432,66.071,74.351,5528.029,19.361,0.181,BENDING
37.701,1.766,41.908,32.275,37.742,1424.482,9.633,0.504,STRAIGHT
76.223,4.834,84.67,65.578,76.376,5833.324,19.092,0.15,BENDING
26.713,2.172,30.5,22.835,26.801,718.283,7.665,0.063,STRAIGHT
91.957,9.505,115.732,73.969,92.447,8546.357,41.762,0.205,BENDING
45.66,4.302,54.591,36.292,45.862,2103.323,18.299,0.362,RETURNING
76.41,4.731,87.71,66.86,76.556,5860.882,20.85,0.323,BENDING
40.269,2.298,48.416,34.138,40.335,1626.902,14.278,0.354,STRAIGHT
54.304,4.42,69.313,46.015,54.484,2968.46,23.299,0.386,RETURNING
50.997,5.116,60.487,37.675,51.253,2626.837,22.812,0.268,RETURNING
71.506,6.255,87.996,58.802,71.779,5152.231,29.195,0.126,BENDING
72.291,3.687,81.382,61.581,72.384,5239.515,19.801,0.386,RETURNING
54.377,7.909,71.115,35.714,54.949,3019.443,35.401,0.283,RETURNING
50.843,3.975,59.93,37.013,50.998,2600.83,22.917,0.299,RETURNING
44.275,5.308,55.143,29.421,44.592,1988.452,25.723,0.181,RETURNING
61.213,6.434,78.737,43.36,61.55,3788.385,35.377,0.291,BENDING
43.662,3.31,51.098,34.92,43.787,1917.343,16.178,0.283,RETURNING
15.619,4.027,23.272,9.56,16.13,260.182,13.712,0.039,STRAIGHT
84.559,7.128,101.008,72.988,84.859,7201.111,28.02,0.126,BENDING
60.203,5.959,75.032,47.383,60.497,3659.9,27.649,0.213,RETURNING
79.207,8.04,99.934,62.715,79.614,6338.373,37.22,0.252,BENDING
79.319,6.029,93.095,66.446,79.548,6327.814,26.648,0.283,BENDING
71.857,7.315,88.066,57.939,72.228,5216.926,30.127,0.087,BENDING
54.873,4.326,65.547,45.78,55.044,3029.814,19.767,0.228,RETURNING
87.091,4.148,97.122,78.38,87.19,7602.043,18.742,0.394,BENDING
36.178,3.078,42.975,30.461,36.309,1318.312,12.514,0.142,STRAIGHT
54.725,6.425,68.311,42.405,55.101,3036.099,25.906,0.189,RETURNING
50.748,3.577,62.465,43.513,50.874,2588.136,18.952,0.449,RETURNING
56.185,6.559,67.687,38.392,56.567,3199.802,29.295,0.157,RETURNING
45.407,5.447,58.84,31.393,45.733,2091.504,27.447,0.189,RETURNING
84.654,7.488,100.975,69.529,84.984,7222.336,31.446,0.071,BENDING
38.807,3.974,49.182,29.144,39.01,1521.756,20.038,0.197,RETURNING
24.07,3.33,31.574,16.322,24.299,590.432,15.252,0.299,STRAIGHT
80.436,4.281,89.296,71.941,80.55,6488.316,17.355,0.205,BENDING
37.815,2.814,46.379,31.578,37.92,1437.919,14.801,0.362,STRAIGHT
88.323,4.511,98.673,79.171,88.438,7821.223,19.502,0.244,BENDING
26.525,3.176,35.274,19.126,26.714,713.653,16.148,0.26,STRAIGHT
72.244,5.015,83.035,60.32,72.418,5244.396,22.715,0.291,BENDING
84.28,6.946,99.874,68.408,84.565,7151.292,31.467,0.252,BENDING
29.794,2.279,35.033,23.38,29.881,892.875,11.653,0.331,STRAIGHT
28.153,4.472,36.692,19.301,28.506,812.585,17.392,0.189,STRAIGHT
58.209,4.52,68.66,48.684,58.384,3408.733,19.975,0.252,RETURNING
70.285,2.926,76.886,61.819,70.346,4948.603,15.067,0.441,RETURNING
86.925,4.256,98.271,78.411,87.029,7574.022,19.861,0.252,BENDING
94.51,5.096,109.694,79.677,94.648,8958.153,30.017,0.244,BENDING
31.268,2.16,36.704,26.948,31.343,982.37,9.756,0.047,STRAIGHT
37.149,2.707,42.711,32.303,37.248,1387.401,10.408,0.157,STRAIGHT
24.696,3.56,32.408,16.965,24.951,622.549,15.443,0.189,STRAIGHT
23.903,2.237,29.034,18.796,24.008,576.361,10.238,0.409,STRAIGHT
35.848,3.457,42.828,27.933,36.014,1297.019,14.895,0.213,STRAIGHT
63.502,4.277,72.669,55.046,63.646,4050.833,17.623,0.252,RETURNING
74.959,6.972,88.851,57.182,75.282,5667.406,31.669,0.236,BENDING
80.747,4.299,90.753,69.292,80.861,6538.513,21.461,0.339,BENDING
81.18,5.822,94.738,69.382,81.388,6624.079,25.355,0.283,BENDING
78.335,4.401,90.689,69.052,78.459,6155.821,21.637,0.307,BENDING
35.924,3.185,43.764,27.685,36.065,1300.679,16.079,0.402,STRAIGHT
33.599,2.295,39.923,27.486,33.677,1134.152,12.437,0.299,STRAIGHT
45.178,6.253,57.32,31.295,45.609,2080.191,26.025,0.15,RETURNING
21.501,1.805,25.905,17.725,21.577,465.567,8.18,0.488,STRAIGHT
80.005,7.167,95.218,66.006,80.325,6452.097,29.212,0.15,BENDING
32.413,3.592,40.898,24.855,32.612,1063.522,16.042,0.402,STRAIGHT
46.779,4.184,58.558,38.542,46.966,2205.779,20.016,0.157,RETURNING
40.48,2.824,46.91,35.405,40.578,1646.59,11.506,0.236,RETURNING
34.354,3.635,42.877,24.997,34.546,1193.408,17.88,0.142,STRAIGHT
74.178,6.072,88.533,61.462,74.426,5539.26,27.071,0.244,BENDING
68.526,5.088,79.454,56.758,68.715,4721.706,22.696,0.22,BENDING
54.446,3.829,61.971,45.156,54.58,2979.008,16.815,0.323,RETURNING
27.173,3.736,34.058,19.224,27.429,752.328,14.834,0.094,STRAIGHT
30.672,2.566,35.33,25.289,30.779,947.372,10.042,0.173,STRAIGHT
90.012,4.881,101.124,77.894,90.145,8126.036,23.23,0.283,BENDING
23.019,3.902,30.07,13.585,23.347,545.091,16.485,0.134,STRAIGHT
73.632,5.348,90.06,61.455,73.826,5450.293,28.605,0.213,BENDING
77.35,7.81,96.977,60.983,77.743,6043.953,35.995,0.079,BENDING
80.035,8.101,101.491,61.171,80.444,6471.201,40.321,0.339,BENDING
82.771,5.717,95.195,68.544,82.969,6883.774,26.651,0.102,BENDING
81.157,5.312,95.373,69.301,81.33,6614.618,26.071,0.323,BENDING
49.72,3.862,59.894,41.855,49.87,2487.009,18.039,0.354,RETURNING
23.778,3.203,30.752,15.191,23.993,575.646,15.56,0.346,STRAIGHT
29.765,2.159,34.679,25.245,29.843,890.611,9.434,0.205,STRAIGHT
32.241,3.006,37.885,26.619,32.381,1048.508,11.266,0.079,STRAIGHT
80.161,7.277,96.91,69.226,80.491,6478.8,27.685,0.102,BENDING
49.287,5.48,60.586,34.54,49.591,2459.256,26.046,0.197,RETURNING
61.017,8.674,79.269,44.401,61.631,3798.346,34.867,0.079,BENDING
31.145,3.847,39.055,22.875,31.382,984.811,16.18,0.252,STRAIGHT
25.366,3.939,32.187,13.88,25.67,658.936,18.307,0.236,STRAIGHT
